ID	Symbol
NM_214027	OXTR
NR_038500	MIRLET7F-1
NM_001097472	SLIRP
NM_001123144	NECD
NM_001243216	ELAC2
NM_001243216	ELAC2
NM_001160085	CLDN22
NM_001122984	MFGE8
NM_001123176	RAB32
NM_001123089	C4
NM_001160089	SMYD1
NM_001160089	SMYD1
NM_001252205	TMTC4
NM_214009	C3
NM_001246267	PNPT1
NM_001252232	FKBP9
NM_001206446	METTL6
NM_001162885	TRDMT1
NM_001206454	HACL1
NM_001206454	HACL1
NM_001162403	OTUB1
NM_001162402	LPAR3
NM_001162401	LPAR2
NM_001161753	PCK2
NM_001128487	GPR39
NM_001146129	THY1
NM_001146128	IL7R
NM_001145382	BAG6
NM_001244553	MRPS9
NM_001244552	ARFGAP2
NM_001244551	KAZALD1
NM_001244550	MAP2K2
NM_001114275	NCOA2
NR_038487	MIR217-1
NM_001033013	FCGR2B
NM_001033011	FCGR1A
NM_001244928	LSM3
NM_001244927	MRPS35
NM_213865	ATP2A2
NM_001244931	PLRG1
NM_001244930	HNRNPM
NM_001014428	HAND1
NM_001039750	MTX1
NM_001044614	TXNIP
NM_001103210	RETNLB
NM_001253821	AFAP1
NM_001253821	AFAP1
NM_001253707	RECQL
NM_001252605	LOC100156358
NM_001252425	FAR1
NM_214294	TMOD3
NM_214303	OAS1
NM_214293	GATA4
NM_214269	KITLG
NM_001128477	FYCO1
NM_001246668	PQBP1
NM_001246666	STXBP6
NM_001246318	PGM1
NM_001258443	TMCC1
NM_001258435	DIAPH1
NM_213920	DCN
NM_001110426	PEX6
NM_001113017	RGS16
NM_001113017	RGS16
NM_001171750	FADS2
NM_001243411	LAT2
NM_001011506	LOC494564
NM_001011506	LOC494564
NM_001011506	LOC494564
NM_001289944	SLC1A3
NR_038562	MIR127
NM_001078683	LOC780431
NM_001166488	PGR
NM_001244083	ASCC1
NM_001244082	MECR
NM_001244081	MSL3
NM_001244077	CCDC42
NM_001244070	RPS11
NM_001244069	RPL13A
NM_214299	HBEGF
NM_001003663	NAT6
NM_214295	NOS3
NM_001243215	CSE1L
NM_214183	CACNA2D1
NR_038501	MIRLET7I
NR_038494	MIR181C
NR_038483	MIR135-2
NM_214296	RND3
NM_214276	CS
NM_214274	GNRH1
NM_214273	GNRHR
NM_214305	STEAP1
NM_214157	SREBF1
NM_214156	HCRT
NM_214155	CD247
NM_214153	ENTPD1
NM_214151	IRK1
NM_214150	NPY2R
NM_214149	CTLA4
NM_214146	B2R
NM_214142	HCST
NM_214140	S100G
NM_214139	CLC-5
NM_214137	SMAD3
NM_214132	ATP1B4
NM_214136	MYH2
NM_214133	VNN1
NM_214283	PLTP
NM_214283	PLTP
NM_214126	CD40LG
NM_214162	CASP1
NM_214160	FCN1
NM_214159	PIGR
NM_214113	JAK2
NM_214154	TXNRD1
NM_214112	PKCNT1
NM_214111	DMRT-1
NM_214152	PPARD
NM_001141989	GP9
NM_001246267	PNPT1
NM_213892	CTSL
NM_214007	EGFR
NM_214007	EGFR
NM_001246267	PNPT1
NM_213898	ACADS
NM_001123195	SLCO2A1
NM_001123195	SLCO2A1
NM_001123195	SLCO2A1
NM_001123195	SLCO2A1
NM_001177328	APOC2
NM_001174165	UPF0639
NM_001184752	TPO
NM_001174132	APOC4
NM_214383	ZAN
NM_214344	OATV1
NM_001195373	ZBTB38
NM_001144121	CYTH4
NM_001243606	NDUFAF3
NM_001243596	KHDRBS1
NM_001243605	MICU1
NM_001243595	C5H12orf11
NM_001243667	SLC41A1
NM_001243666	ACTN2
NM_001243665	TMEM237
NM_001243664	PPIL6
NM_001244453	AP2S1
NM_001243592	TMEM126A
NM_001243601	NRN1
NM_213772	IFNAR1
NM_213772	IFNAR1
NR_035385	MIR181A-2
NM_001243459	C7H6orf136
NM_214016	CECR1
NM_214016	CECR1
NM_213915	ATP5I
NM_214015	TGFB1
NM_214015	TGFB1
NM_001098597	OSTN
NM_001243820	SLAMF1
NM_001243819	HSF1
NM_001243818	C3H2orf42
NM_001243859	CCDC59
NM_001243862	NDEL1
NM_001243860	TSPAN1
NM_001244817	AFAP1L1
NM_001244811	LRRC57
NM_001244809	TRAPPC2
NM_001244807	NAA50
NM_001244806	CHRNA9
NM_001244796	C4H1orf114
NM_001244804	SS18
NM_001244793	SLC25A36
NM_001244803	C6H16orf57
NM_001244792	FADS6
NM_001244801	NUBP2
NM_001244791	BAG1
NM_001144116	CA6
NM_001123095	CDC25C
NM_001123120	GTF2H4
NM_001255969	MRC1
NM_001254716	HSPD1
NM_001253922	SARDH
NM_001253921	MPI
NM_001253825	ALG9
NM_001253825	ALG9
NM_001253824	AKAP9
NM_213910	SERPINE1
NM_001244715	LOC100153714
NM_001025226	TYRP1
NM_001129952	POFUT1
NM_001143693	GZMH
NM_001143702	C1QTNF7
NM_001143702	C1QTNF7
NM_001143692	ITPK1
NM_001143701	AGPAT5
NM_001243209	FRS2
NM_001167639	ANXA4
NM_001243918	CYB5R1
NM_001243917	AP1M1
NM_001243915	KAT5
NM_001243913	RCAN1
NM_001243912	CD79B
NM_001243910	SLC25A15
NM_001243898	SMU1
NM_001202540	TMED7
NM_001195333	DIS3L2
NM_001195362	NPM2
NM_001195359	MYST2
NM_001243626	TMEM50A
NM_001243626	TMEM50A
NM_001243636	QPCTL
NM_001243624	C1H9orf156
NM_001243624	C1H9orf156
NM_001190288	GABARAP
NM_001190288	GABARAP
NM_001190287	GABARAPL1
NM_001190286	DRAM1
NM_001190285	ATG7
NM_001243375	ZNF24
NM_001243373	PHOSPHO2
NM_001243371	VPS37B
NM_001244251	LOC733637
NM_001244247	NUDT21
NM_001244247	NUDT21
NM_001244247	NUDT21
NM_001243365	TMEM61
NM_001243364	CCDC167
NM_001243563	DAPK2
NM_001243563	DAPK2
NM_001243563	DAPK2
NR_038511	MIR9-2
NM_001035535	DSG1
NM_001031791	LOC595121
NM_001005352	CYP7A1
NM_001005350	ACVR2B
NM_001256364	CLEC2B
NM_001256148	SMAD2
NM_001256147	CCL17
NM_001256146	AKT3
NM_001256075	DUSP1
NM_001255969	MRC1
NM_001195116	NOBOX
NM_001195116	NOBOX
NM_001144902	PSMB3
NM_001144843	ADAMTS1
NM_001195378	VARS
NM_001185138	LTB
NM_001243655	COL1A2
NM_001143713	LCK
NM_001177489	ZC3HAV1
NM_001190224	C17H8orf40
NM_001190272	ATG16L1
NM_001244337	COG4
NM_001244337	COG4
NM_001244336	TMUB1
NM_001244335	GAP43
NM_001244334	FAM92B
NM_001244332	GINS3
NM_001244331	NEFL
NM_001251818	GPR12
NM_001246670	PRLHR
NM_001246670	PRLHR
NM_001244427	SLC31A2
NM_001244425	SLC1A3
NM_001244424	BCAS2
NR_033706	ARL6IP4
NM_001044526	PPARA
NM_001048232	NFKB1
NM_001048232	NFKB1
NM_001145749	TRPC3
NM_001145750	SIRT1
NM_001145750	SIRT1
NM_001025210	AQN-1
NM_001141991	TMSB4X
NM_001244989	SEPT1
NM_001244283	C1QB
NM_001014971	COL5A1
NM_001039749	DKK3
NM_001185129	GADD45G
NM_001185130	PISD
NM_001185102	DOK2
NM_001185070	RANBP1
NM_001185068	CNPY2
NM_001185067	MRPL2
NM_001185066	DNAJC14
NR_031536	MIR19A
NR_035386	MIR99A
NM_001243268	CHTOP
NM_001243260	SERP1
NM_001243255	BPIFA3
NM_001243250	FIG4
NM_001243250	FIG4
NM_001243250	FIG4
NM_001243221	PSPH
NM_001243220	LONP1
NM_001243218	EIF1AX
NM_001243293	ARV1
NM_001243302	GPHN
NM_001243301	CCPG1
NM_214429	CYP19A1
NM_214429	CYP19A1
NM_214353	PPIA
NM_214352	ATP2B1
NM_214419	EPCAM
NM_214416	IYD
NM_214418	SLC25A6
NM_214380	HMGCS2
NM_214413	CYP2B22
NM_214375	FHL1C
NM_214374	MYL1
NM_214352	ATP2B1
NM_214351	B3GALNT1
NM_214423	CYP3A29
NM_214423	CYP3A29
NM_214423	CYP3A29
NM_214423	CYP3A29
NM_214423	CYP3A29
NM_214423	CYP3A29
NM_214422	CYP3A39
NM_214422	CYP3A39
NM_214422	CYP3A39
NM_214422	CYP3A39
NM_214422	CYP3A39
NM_214422	CYP3A39
NM_214346	SIGLEC-1
NM_214345	ARR3
NM_001244527	FKBP14
NM_001256773	CCBP2
NM_001244483	WASH1
NM_001244482	CDH11
NM_001244481	ICMT
NM_001256594	GLP1R
NM_001135962	CD79A
NM_001135961	APLP2
NM_001110172	AQP3
NM_001206384	ADM2
NM_001243215	CSE1L
NM_001243214	RPS6KA1
NM_001243213	LHFPL2
NM_001243213	LHFPL2
NM_001243213	LHFPL2
NM_001243210	CANX
NM_001243208	MMGT1
NM_001243206	EZH1
NM_001243190	SDC1
NM_001243189	TMEM63A
NM_001243188	LOC100512072
NM_001243185	MAP1S
NM_213939	PIK3CG
NM_001190244	GPR1
NM_001190240	GPD1
NM_001190239	ARPC2
NM_001190239	ARPC2
NM_001190235	RING1
NM_001190232	DECR1
NM_214158	HTR1D
NM_214158	HTR1D
NM_213930	H3F3A
NM_213928	GOT2
NM_214029	IL1A
NM_214030	GGT1
NM_213930	H3F3A
NM_214111	DMRT-1
NM_213999	DUOX2
NM_213938	OXCT1
NM_001164021	SLC5A1
NM_213976	CD163
NM_213976	CD163
NM_213976	CD163
NM_214093	KCNE3
NM_214127	SOD2
NM_214102	MIOX
NM_214092	MS4A2
NM_213974	PLP1
NM_214091	CD69
NM_001177923	SPATA4
NM_001098605	PNPLA2
NM_001098604	VPS33A
NM_001098594	MLPH
NM_001098594	MLPH
NM_001097517	BTG3
NM_001097516	SDHD
NM_001098603	HPS5
NM_001162886	ETS1
NR_035398	MIR676-1
NM_001098602	SFXN1
NM_001144113	SRPK1
NM_001204936	CORT
NM_001204935	APITD1
NM_001204902	SCTR
NM_001044564	SFN
NM_001083932	ITGAV
NM_001083932	ITGAV
NM_001243817	TMEM59L
NM_001243816	SLC7A4
NR_035402	MIR628
NM_001190178	RPL30
NM_001205404	POLR2I
NM_001190180	DYNLRB1
NM_001167650	MAT2A
NM_001206457	NPFFR1
NM_001099927	ADRB3
NM_001113015	CMAH
NM_001112677	SUMO4
NM_001112676	SUMO1
NM_001128469	ISG15
NM_001113439	SFRS18
NM_001123097	CDK4
NM_001113438	AQP7
NM_001243452	DDIT4
NM_001145386	C1QTNF3
NM_001145384	DKK1
NM_001145383	GPANK1
NM_001163997	MYL6
NM_001167656	RNASE6
NM_001167655	RNASE1
NM_001167654	PIGC
NM_001167653	PDSS2
NM_001243672	DBNDD2
NM_213965	SMAD1
NM_213947	E4
NM_214046	TBXAS1
NM_213964	HDH
NM_001244062	PPP2R5E
NM_001244686	C7H6orf47
NM_001244062	PPP2R5E
NM_001244065	RPL15
NM_001244064	DHFR
NM_001244689	CNFN
NM_001244063	RPL3
NM_001244389	SCCPDH
NM_001244400	RABEPK
NM_001244388	LOC100525480
NM_001244387	TPD52
NM_001244386	PPID
NM_001244385	CDA
NM_001244384	NAPA
NM_001244383	GHITM
NM_001244382	GHITM
NM_001244380	MRPL17
NM_001244377	PTPMT1
NM_001244376	THRSP
NM_001244376	THRSP
NM_001244375	C14H10orf58
NM_001244374	C14H10orf58
NM_001244373	C14H10orf58
NM_001244372	F2R
NM_001244371	PIN1
NM_001245010	BHLHE40
NM_001245009	LOC100514871
NM_001244252	SMARCD2
NM_001244260	RARS
NM_001244260	RARS
NM_001244259	POGK
NM_001244895	KRT31
NM_001244237	NUCKS1
NM_001244236	SH3BGR
NM_001244235	POLD3
NM_001244235	POLD3
NM_001097508	ADSS
NM_001097495	RPIA
NM_001097499	NR6A1
NM_001097510	CPEB1
NM_001164510	SLC25A25
NM_001167640	ASNS
NM_001204395	IFIT3
NR_035387	MIR148B
NM_001190278	ATG2A
NM_001194972	EIF2C4
NM_001195353	MIOS
NM_001195357	MSH2
NM_001195356	MOSPD3
NM_001195355	MOSPD2
NM_001195354	MOSPD1
NM_214319	PKR
NM_214199	RAMP1
NM_214198	TGFB3
NM_214208	FXYD3
NR_033705	LOC100152407
NR_033292	GNAS
NR_045015	LOC100626841
NR_128478	MIR9796
NM_214189	INHA
NM_214201	GPX1
NM_214190	THRA
NM_214200	PLIN2
NM_214238	SPRP
NM_214148	CLCA1
NM_214144	PRDX5
NM_214143	UTS2
NM_214125	MBL2
NM_214246	CES1
NM_214246	CES1
NM_214138	D-AKAP2
NM_214138	D-AKAP2
NM_214138	D-AKAP2
NM_214138	D-AKAP2
NM_214284	SDC4
NM_214257	DPP4
NM_214287	PN-1
NM_214327	B3GNT5
NM_214343	QDPR
NM_001172038	GKN3
NM_001093735	SEPHS2
NM_001101031	BMP4
NM_001044613	MAPRE1
NM_001044600	RGS2
NM_001078687	SMPX
NM_001077220	RGN
NM_001044609	MCHR2
NM_001077220	RGN
NM_001044598	DIRAS3
NM_001243948	MARVELD2
NM_001190197	NDUFA8
NM_001190206	SERF2
NM_001190205	ATP6V1C1
NM_001190195	CAMK1
NM_001097509	ADSSL1
NM_001078670	LOC780415
NM_001078669	LOC780413
NM_001110420	SLC7A2
NM_001110175	BCAS1
NM_001134343	ACTR3
NM_001190276	NR4A2
NM_001190273	ATG16L1
NM_001244743	NDUFC2
NM_001244743	NDUFC2
NM_001244742	UTP11L
NM_001244741	FOXRED2
NM_001244740	ACP2
NM_001244732	CBR3
NM_001244731	SCIN
NM_001244730	AMICA1
NM_001142833	RAD18
NM_001142833	RAD18
NM_001113701	C17H20orf108
NM_001113700	C17H20orf106
NM_001113452	NFATC2
NR_038520	MIRLET7A-1
NR_038515	MIR101-2
NM_214252	PRM2
NM_214290	STAT5A
NM_214288	NPY1R
NM_214286	LPL
NM_214285	BCL2L1
NM_214282	C7
NR_038521	MIRLET7E
NM_001195325	AMZ1
NM_001195324	AKAP3
NM_001195323	ADAP2
NM_001195322	ACVR1B
NM_001195321	ACSL5
NM_001243450	TRMT1
NM_001243449	ZNHIT6
NM_001243448	EIF4H
NM_001243447	EIF4H
NM_001243446	MTMR11
NM_001244586	DLGAP2
NM_001114671	KEAP1
NM_001164736	HAVCR1
NM_001167633	PRKAA1
NM_001167589	OXT
NM_001167585	TMCO1
NM_001164650	ACTA2
NM_001243572	CCDC25
NM_001145377	CSNK2B
NM_001110424	AQP5
NM_001114676	LOC100137084
NM_001098593	RABGGTA
NM_001110430	CSTF1
NM_001185161	ARL6IP4
NM_001185160	ARL6IP4
NM_001185152	NFE2
NM_001185151	MRPL52
NM_001185150	TM7SF4
NM_001185143	SLA-DOA
NM_001171983	GNAS
NM_001185141	OAT
NM_001185140	GNPAT
NM_001190204	DNAJC19
NM_001190194	ATP6V1G1
NM_001190203	SNRPC
NM_001190193	CDC42SE1
NM_001190192	RFC3
NM_001190191	LOC100156657
NM_001190189	SLC25A1
NM_001195331	CPSF6
NM_214065	FDX1
NM_213796	OBP
NM_213831	CD1.1
NM_213829	AWN
NM_213824	TP53
NM_213823	CELA1
NM_213811	SR-PSOX
NM_213810	GGTA1
NM_213797	FATE1
NM_213807	GHRL
NM_213806	FASLG
NM_213830	FOLR1
NM_213826	USP18
NM_214197	FCGRT
NM_214207	MMP7
NM_001099925	CART
NM_001244154	SLC37A3
NM_001244154	SLC37A3
NM_001244154	SLC37A3
NM_001099930	FASN
NM_001101823	EHMT2
NM_001166311	IFN-ALPHA-1
NM_001123159	PDE4A
NM_001123160	PFDN4
NM_001185139	NANS
NM_001113450	KCNG1
NM_001101820	DPM1
NM_001097504	HSPH1
NM_001206360	CHKB
NM_001168418	TG
NM_001168417	RHOJ
NM_001168416	PMVK
NM_001048072	ARF4
NM_001044617	SLC22A7
NM_001048070	HN1L
NM_001025224	MAPK12
NM_001008481	NR3C1
NM_214010	ABCG2
NM_001097497	COX6B
NM_001123175	RAB28
NM_001123175	RAB28
NM_001097505	BTG2
NM_001097494	PRR2
NM_001123075	AKR1C4
NM_001123075	AKR1C4
NM_001139472	PSMA6
NM_001190183	PRMT6
NM_001244594	PHEX
NM_001244603	LOC100158001
NM_001244589	PLD1
NM_001244582	TMEM26
NM_001244581	PHYHIPL
NM_001244579	HHEX
NM_001244574	NAGPA
NM_001164652	ACAN
NM_001243522	PIGP
NM_001243521	PIGP
NM_001243520	PIGP
NM_001243516	AP3M1
NM_001243499	CHCHD4
NM_001243498	CLDND1
NM_001243508	C1H6orf162
NM_001243497	AP4S1
NM_001243496	C7H14orf129
NM_001243495	DYNC1I2
NM_001243494	C1H14orf166
NM_001243504	TREML1
NM_001243504	TREML1
NM_001243493	GNB3
NM_001243503	C14H10orf116
NM_001243492	SCAMP2
NM_001244925	DPY30
NM_001244924	NDUFA11
NM_001244923	ARMC10
NM_001243574	ACAD8
NM_001172364	UQCC
NM_001146127	CLTC
NM_001146127	CLTC
NM_213965	SMAD1
NM_001243939	ADH1C
NM_001243935	CAMK1D
NM_001243935	CAMK1D
NM_001243933	MBNL3
NM_001243932	ERGIC2
NM_001243931	CCNE2
NM_001243930	ARMC6
NM_001243929	ARMC6
NM_001243928	ALDOC
NM_001244457	PSMG1
NM_001253352	IRF4
NM_001252429	IL-6
NM_001252429	IL-6
NM_001252427	IRF8
NM_001252427	IRF8
NM_001244452	AP2S1
NM_001244451	PIP5K1A
NM_001244450	NME3
NM_001244449	NME3
NM_001244448	MRPL24
NM_001244447	MRPL24
NM_001252214	ARL8B
NM_001252214	ARL8B
NM_001244444	RNASEH2A
NM_001244443	NSFL1C
NM_213759	ST3GAL3
NM_213759	ST3GAL3
NM_213759	ST3GAL3
NM_001244315	ARL4C
NM_001244315	ARL4C
NM_001031783	RAB14
NM_001098598	LOC100049695
NM_001243829	RBM25
NM_001243830	ENOPH1
NM_001195332	CRHBP
NM_001244154	SLC37A3
NM_001243181	UBE3A
NM_001243295	NFYA
NM_001243295	NFYA
NM_001244152	NUP93
NR_110378	LOC102723301
NR_110378	LOC102723301
NM_001289854	BACE1
NM_001243334	LRRC6
NM_001243330	FRZB
NM_001243329	HEY2
NM_001243324	RRNAD1
NM_001243322	INTS3
NM_001244362	SLC35D2
NM_001244362	SLC35D2
NM_001244360	SMTN
NM_001244358	DCP1A
NM_001244356	TPRG1L
NM_001244355	TPRG1L
NM_001244354	SEC61A1
NM_001244353	PSMB1
NM_001245000	CLUAP1
NM_001243407	TMX4
NM_001243406	SFRP5
NM_001243396	BOLA1
NM_001243405	MRPL44
NM_001243395	WDR74
NM_001243394	MS4A1
NM_001243404	C7H14orf118
NM_001243393	HSPA14
NM_001161755	BST2
NM_001161754	MYRIP
NM_001161754	MYRIP
NM_001123100	CMKLR1
NM_001122988	HMGCR
NM_001163060	CDH1
NM_001163060	CDH1
NM_001243604	AMZ2
NM_001243603	RPL37
NM_001246252	RUNX1
NM_001246250	ADAMTS10
NM_001098586	BLOC1S3
NM_001113437	LRRK2
NM_001122985	F2
NM_001123085	BRD2
NM_001031797	FADD
NM_001109944	PEG10
NM_001007191	CPT1B
NM_001077224	SCGN
NM_001123123	ATAT1
NM_001131046	IFI30
NR_038612	MIR2320
NM_001113286	LOC396897
NR_038522	MIRLET7G
NM_001113286	LOC396897
NM_001113286	LOC396897
NM_001099932	PGK1
NM_001142833	RAD18
NM_001244578	RNF152
NM_001243815	LARP7
NM_001243814	KRT74
NM_001244568	NUDT1
NM_001243813	MRPS23
NM_001243813	MRPS23
NM_001243811	HOMER1
NM_001243811	HOMER1
NM_001243810	CHID1
NM_001243809	RGS7BP
NM_001031796	OAS2
NM_001044594	LOC733664
NM_001243414	PPP1R8
NM_001243413	C5H12orf4
NM_001243412	C5H12orf4
NM_001103213	BCL10
NM_001103212	STC1
NM_001097416	MX2
NM_001097412	HMBS
NM_001190170	FAT1
NM_001097454	LOC100037957
NM_001097452	LOC100037955
NM_001097451	C8B
NM_001097449	C6
NR_035404	MIR744
NR_035397	MIR222
NR_035396	MIR532
NM_001044592	LOC733662
NM_213908	ITGB2
NM_213897	ACADL
NM_001252215	HMGCS1
NM_001252213	ALDH4A1
NM_001252212	DHX15
NM_001252196	RNF141
NM_001008689	SAR1B
NM_001243567	TMEM17
NM_001243566	LRP2BP
NM_001243566	LRP2BP
NM_001243569	MED28
NM_001243582	C7H15orf17
NM_001243581	CPPED1
NM_001243580	MTRF1
NM_001243580	MTRF1
NM_001243579	TYMS
NM_001243578	LOC100627283
NM_001243577	EIF6
NM_001243576	BTK
NM_213735	P14ARF
NM_213735	P14ARF
NM_001206359	GAPDH
NM_001206359	GAPDH
NM_001243544	MTF1
NM_001190176	FAM54A
NM_001243628	GTF2F2
NM_001190167	C14H10orf128
NM_001185170	SMOX
NM_001185170	SMOX
NR_038529	MIR143
NM_001030533	SLC4A4
NM_001033009	ITGB1BP2
NM_001033009	ITGB1BP2
NM_001044561	SPEF2
NM_001244998	BTF3
NM_001244997	LOC100514810
NM_001244996	POLD2
NM_001244994	VPS45
NM_001258279	UBE3A
NM_001257356	UBE2B
NM_001257356	UBE2B
NM_001257354	HOXA10
NM_001257353	TNNT2
NM_001143690	NOS2
NM_001123073	ADRA1D
NM_001123072	ADRA1A
NM_001123071	ADNP
NM_001166312	IFN-DELTA-6
NM_001166311	IFN-ALPHA-1
NM_001007196	TAC3
NM_001123091	CAV2
NM_001114672	ATP9A
NM_001114670	TYK2
NM_001123087	C17H20orf174
NM_001123113	FOS
NM_001123109	S1PR5
NM_001123129	IGFBP4
NM_001243289	UPRT
NM_001243282	ZC4H2
NM_001244153	MDH2
NM_001243273	RAB6A
NM_001243269	CASQ1
NM_001077228	RU2B
NM_001123122	H2AFZ
NM_001097448	LOC100037951
NM_001097448	LOC100037951
NM_001097445	CD14
NM_001123115	GBI1
NM_001123115	GBI1
NM_001112688	CIDE-B
NM_001112687	KDM1A
NM_001112686	LMO4
NM_001112685	LMO3
NM_001112684	AQP9
NM_001112683	LOC100127152
NM_001128434	CRISP1
NM_001097442	DAB1
NM_001098595	LOC100049687
NM_001043346	HCRTR1
NM_001114277	NOD1
NM_001114276	NCOA3
NM_001114276	NCOA3
NM_001114273	SIRT6
NM_001114271	SIRT2
NM_001123043	HPCAL4
NM_001123042	SLC3A1
NM_001143708	GK
NM_001143727	MST4
NM_001143727	MST4
NM_001143726	STARD4
NM_001195346	LEFTY2
NM_001143725	STARD3
NM_001195341	LOC100359361
NM_001143724	SLC9A3R1
NM_001143723	PPAP2C
NM_001143722	PITPNC1
NM_001195339	FZD2
NM_001115155	GPX3
NM_001115136	GPX2
NM_001258404	GTSF1L
NM_001037966	LOC654299
NM_001253821	AFAP1
NM_001123150	NPG3
NM_001001544	ADCYAP1
NM_001167652	NDUFAB1
NM_001244423	TBC1D10B
NM_001244422	SPINT1
NM_001244421	PPWD1
NM_001244420	CHMP2B
NM_001244418	DLL4
NM_001244417	RHOV
NM_001244416	PFN1
NM_001244491	OBFC2A
NM_001244501	GLUD1
NM_001244489	IRS1
NM_001244488	NUCB1
NM_001185159	SLC35C2
NM_001110428	CNPY3
NM_001007192	ADIPOR2
NM_001007519	IFRD1
NM_001097459	TRPC5
NM_001205093	TMEM189
NM_001098582	EDN3
NM_001113435	PTPN1
NM_001130532	LOC100151957
NM_001008482	NPPC
NM_001105314	KLHDC3
NM_001101819	MOCS3
NM_001101824	CFB
NM_001105290	BMP7
NM_001105289	COL5A2
NM_001114673	SALL4
NM_001170523	FECH
NM_001170523	FECH
NM_001170522	CCT7
NM_001170521	ESRRA
NM_001185180	PFDN6
NM_001185178	NDUFA6
NM_001185175	PYGO2
NM_001190294	WIPI1
NM_001123137	MC3R
NM_001105310	IFNE
NM_001105296	RAE1
NM_001105294	KCNAB1
NM_001105303	MDM2
NM_001105302	ACLY
NM_001097514	SLC15A2
NM_001105313	SPO11
NM_001044602	CST3
NM_001077216	SRSF4
NM_001077216	SRSF4
NM_001077215	ROD1
NM_001097421	MEF2A
NM_001097421	MEF2A
NM_001114674	TSHZ2
NM_001110174	CTCFL
NM_001110173	STC2
NM_001097522	CYB561
NM_001110171	SLC7A9
NM_001113449	ZFP64
NM_001142896	ERLIN1
NM_001142846	FLVCR1
NM_001142845	LCLAT1
NM_214334	RPS15
NM_214392	LYZ
NM_001287410	CD28
NR_035390	MIR374A
NR_035389	MIR92B
NR_073434	GNAS
NR_049181	MIR383
NR_049175	MIR381
NR_049173	MIR376A
NR_049171	MIR196A-2
NR_128493	MIR9808
NR_128481	MIR9799
NM_001038001	MITF
NM_001102680	CD1D
NM_001037152	ATG5
NM_001097424	ITGB8
NM_001110176	PHACTR3
NM_001100191	EIF4E2
NM_001100189	SLC9A2
NM_001123201	TFAP2C
NM_001122987	HK2
NM_001161637	CLDN4
NM_001243668	PAQR6
NM_001144844	SGCZ
NM_001044621	CDK5
NM_001044595	MMD
NM_001101025	SL44-1
NM_001101025	SL44-1
NM_001244880	C5H12orf41
NM_213832	BSP1
NM_001244876	C2H2orf81
NM_001244878	ADRBK1
NM_001244877	MEMO1
NM_001244943	RHBDL2
NM_001244942	RPA2
NM_001244940	UROD
NM_213827	CBR2
NM_213827	CBR2
NM_001244872	UBE4A
NM_213836	PSP-II
NM_001244886	C1H9orf80
NM_001244885	NDUFB2
NM_001244884	AGXT2
NM_213850	GSTA2
NM_213850	GSTA2
NM_001097444	TLR3
NM_001097443	CAPN7
NM_001097486	ATPIF1
NM_001097511	MAEL
NM_001097474	COX7C
NM_001097473	COX6C
NR_038551	MIR208B
NM_214099	IGFBP5
NM_214099	IGFBP5
NM_214099	IGFBP5
NM_001167634	ELOVL3
NM_001167632	FBP2
NM_001097465	SNRPE
NM_001185155	HMGA1
NM_001167637	0610007P14RIK
NM_001130224	SLA-DQA1
NM_001130215	GNAS
NM_001130213	RXRG
NM_001130019	PDE4B
NM_001130019	PDE4B
NM_001123179	RAB3A
NM_001123180	RAB5A
NM_001123202	TLR5
NM_001123184	RAG-1
NM_001123180	RAB5A
NM_001123180	RAB5A
NM_001101817	SKIV2L
NM_214077	PRKAG3
NM_214077	PRKAG3
NM_213977	SEPW1
NM_213967	SCARB1
NM_214075	CYP24A1
NM_214062	DLD
NM_214074	KLKB1
NM_214063	HMGB2
NM_213962	HADHA
NM_213961	OPTN
NM_213960	VDAC1
NM_214191	MCT7
NM_214191	MCT7
NM_213941	RPN2
NM_214059	PTGFR
NM_213941	RPN2
NM_214187	TLR8
NM_213941	RPN2
NM_214058	SERPINA7
NM_214057	RBP4
NM_214041	IL10
NM_213939	PIK3CG
NM_213955	GALNS
NM_213955	GALNS
NM_213955	GALNS
NM_214055	IL1B1
NM_213954	ACO2
NM_214054	PLAT
NM_213953	HPX
NM_214137	SMAD3
NM_214178	SLC23A2
NM_214178	SLC23A2
NM_214178	SLC23A2
NM_001044536	FOXN3
NM_001244066	SYNGR1
NM_001244205	ART3
NM_001244203	AMPH
NM_001244203	AMPH
NM_001245976	FAIM
NM_001245979	PKD2
NM_001246202	PKD1
NM_001245980	YIPF3
NM_001037149	CAV3
NM_001037149	CAV3
NM_001190177	BCLAF1
NM_001190208	S100A16
NM_001190207	S100A16
NM_001190230	KPNA3
NM_001243574	ACAD8
NM_001190186	KRTCAP2
NM_001190185	XRCC6
NR_038539	MIR23B
NM_001113220	NCF1
NM_001134346	KLF11
NM_001243489	ASB11
NM_001243500	GOLT1B
NM_001243488	ASB11
NM_001243487	URM1
NM_001243486	SNAPIN
NM_001243485	BPHL
NM_001009581	PAP7
NM_001130019	PDE4B
NM_001130018	PDE4B
NM_001128492	CRABP1
NM_001128491	CXCL11
NM_001128490	PROX1
NM_001128489	NMBR
NM_001001869	RNF114
NM_001160086	PTMA
NM_001128484	LRRC2
NM_001243184	HK1
NM_001243184	HK1
NM_001243183	AP2B1
NM_001243319	LOC100152327
NM_001267844	CSTF3
NM_001267841	UBAP1
NM_001267841	UBAP1
NM_001267840	COMMD10
NM_001267834	PDIA4
NM_001267833	VAV1
NM_001267833	VAV1
